"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-674695","RNA Polymerase II Pre-transcription Events",29,-0.417086082142255,-2.36116873073526,3.69461864662796e-05,0.000555248402321801,0.000439465165335746,3384,"tags=93%, list=39%, signal=57%","2961/5437/7936/2962/5440/22916/51616/6827/6880/2960/2967/6917/5432/4686/905/83860/904/2958/6924/79577/27125/6879/2957/5431/5433/2963/4331"
"R-HSA-167172","Transcription of the HIV genome",28,-0.410737676508763,-2.2940308050766,3.9628358730267e-05,0.000587169484285083,0.000464729900009506,3384,"tags=93%, list=39%, signal=56%","2961/5437/7936/2962/5440/22916/51616/6827/6880/2960/2967/6917/5432/4686/905/83860/904/2958/8731/6924/6879/2957/5431/5433/2963/4331"
"R-HSA-3232142","SUMOylation of ubiquitinylation proteins",20,-0.512065119104494,-2.4791925720314,4.43231384305061e-05,0.000638738926423184,0.000505545818291713,3190,"tags=95%, list=37%, signal=60%","5987/79902/9688/348995/81929/55706/7175/23165/9631/129401/53371/8554/7341/55746/9972/79023/9818/5903/9063"
"R-HSA-72187","mRNA 3'-end processing",21,-0.49842086793777,-2.46666252913101,4.39663062123213e-05,0.000638738926423184,0.000505545818291713,4310,"tags=100%, list=50%, signal=50%","29894/79228/11338/55339/6426/1479/22916/9295/1477/10914/6427/57187/9877/10921/11051/4686/10569/26097/23283/53981"
"R-HSA-977606","Regulation of Complement cascade",28,0.6545498567885,1.8160853027043,5.60064468744313e-05,0.000796199758268942,0.000630172112057968,1555,"tags=68%, list=18%, signal=56%","717/730/729/713/714/712/721/720/715/719/718/728/1191/27202/629/5199/930/716/1378"
"R-HSA-166658","Complement cascade",34,0.618050660098005,1.75197921147977,6.64639736731014e-05,0.000932268004054703,0.00073786671123401,1555,"tags=65%, list=18%, signal=53%","717/730/729/713/714/712/2220/721/720/715/719/718/1675/728/1191/27202/629/5199/930/716/78989/1378"
"R-HSA-6782315","tRNA modification in the nucleus and cytosol",15,-0.590999415546464,-2.53288754893805,7.32906353463057e-05,0.00101449668926728,0.000802948650400662,3515,"tags=100%, list=41%, signal=59%","4234/51504/81890/55621/127253/1787/51605/129450/54888/2058/54482/91801/51002/54901"
"R-HSA-400253","Circadian Clock",41,-0.312408552393598,-2.0462323623099,7.43667057119659e-05,0.00101602304427257,0.000804156722052837,1633,"tags=54%, list=19%, signal=44%","7314/10499/5501/9575/9611/8945/23411/8454/80205/6256/2908/1628/8864/25819/9572/6095/10498/28999/79365/5500/5465/8204"
"R-HSA-167169","HIV Transcription Elongation",17,-0.523091312989594,-2.39359553340915,9.1297931348968e-05,0.00120056779723893,0.000950219259171496,4097,"tags=94%, list=48%, signal=49%","5437/7936/2962/5440/22916/6827/2967/6917/5432/4686/904/6924/5431/5433/2963/4331"
"R-HSA-167200","Formation of HIV-1 elongation complex containing HIV-1 Tat",17,-0.523091312989594,-2.39359553340915,9.1297931348968e-05,0.00120056779723893,0.000950219259171496,4097,"tags=94%, list=48%, signal=49%","5437/7936/2962/5440/22916/6827/2967/6917/5432/4686/904/6924/5431/5433/2963/4331"
"R-HSA-167246","Tat-mediated elongation of the HIV-1 transcript",17,-0.523091312989594,-2.39359553340915,9.1297931348968e-05,0.00120056779723893,0.000950219259171496,4097,"tags=94%, list=48%, signal=49%","5437/7936/2962/5440/22916/6827/2967/6917/5432/4686/904/6924/5431/5433/2963/4331"
"R-HSA-400508","Incretin synthesis, secretion, and inactivation",11,0.793609552304708,1.88304639418536,0.000116505811293994,0.00151313720347262,0.00119761009400324,576,"tags=45%, list=7%, signal=42%","3952/338557/3670/5122/1803"
"R-HSA-166663","Initial triggering of complement",17,0.709919585544876,1.82852745217176,0.000127616261286904,0.00163722325455882,0.00129582108700823,1552,"tags=82%, list=18%, signal=68%","717/713/714/712/2220/721/720/715/718/1675/629/5199/716/78989"
"R-HSA-72695","Formation of the ternary complex, and subsequently, the 43S complex",10,-0.696728971962617,-2.44061442239837,0.000147620035502127,0.00187103948612335,0.00148088076198076,2607,"tags=100%, list=30%, signal=70%","8667/8665/3646/1965/8663/8894/51386/8669/1964"
"R-HSA-113418","Formation of the Early Elongation Complex",13,-0.606871567138016,-2.39241862687395,0.000158241998615157,0.00195847744168407,0.00155008570779677,3378,"tags=100%, list=39%, signal=61%","7936/2962/5440/22916/6827/2967/5432/4686/5431/5433/2963/4331"
"R-HSA-167158","Formation of the HIV-1 Early Elongation Complex",13,-0.606871567138016,-2.39241862687395,0.000158241998615157,0.00195847744168407,0.00155008570779677,3378,"tags=100%, list=39%, signal=61%","7936/2962/5440/22916/6827/2967/5432/4686/5431/5433/2963/4331"
"R-HSA-167152","Formation of HIV elongation complex in the absence of HIV Tat",18,-0.523152478952292,-2.41386707515271,0.00016109947666327,0.00196022698979444,0.00155147043118611,4097,"tags=94%, list=48%, signal=49%","5437/7936/2962/5440/22916/6827/2967/6917/5432/4686/905/904/6924/5431/5433/2963/4331"
"R-HSA-6798695","Neutrophil degranulation",289,0.415399535197252,1.32861298136737,0.000162110026722544,0.00196022698979444,0.00155147043118611,2469,"tags=43%, list=29%, signal=32%","820/4257/26/1511/3240/199675/1116/53831/10321/1118/4973/3848/4318/6616/89777/11001/929/671/5023/3934/3043/290/338339/6590/1084/8993/719/728358/5473/5004/7305/6279/1667/7130/6280/2358/150372/3577/2207/718/126014/401258/1675/3101/728/6402/100049587/29108/3903/3579/5329/1265/2357/6036/3684/4069/6282/1823/5199/23601/240/3689/2204/5777/2212/11025/10288/5724/64386/116844/64333/6286/5265/5580/9535/3071/963/11314/3310/945/1794/7077/4332/10855/1378/27180/2352/79895/960/23406/1520/7097/374403/51411/302/101/2268/23526/154664/3687/11010/1536/222487/55/8876/5836/3614/3683/80301/10312/1915/11031/4033/6556/10788/2934/25797/340061/2219/10493/2512/9961/6515/5788/1991"
"R-HSA-168276","NS1 Mediated Effects on Host Pathways",20,-0.467026612853817,-2.26113606713348,0.000235057477292428,0.00281000529672312,0.00222404861887932,3137,"tags=95%, list=37%, signal=60%","3838/79902/9688/348995/81929/55706/7175/23165/9631/129401/53371/55746/9972/79023/9818/5903/3841/3840/3839"
"R-HSA-73933","Resolution of Abasic Sites (AP sites)",15,-0.548801870251315,-2.35203857639718,0.000254104010076944,0.00293755405055984,0.00232500025414532,3876,"tags=100%, list=45%, signal=55%","4968/11284/5424/79661/3978/7515/5981/10038/6996/54107/8930/6117/8505/142"
"R-HSA-72649","Translation initiation complex formation",15,-0.548316726458197,-2.34995936169627,0.000254104010076944,0.00293755405055984,0.00232500025414532,2771,"tags=93%, list=32%, signal=63%","7458/10480/8667/8665/3646/1965/8663/1977/8894/1975/51386/1974/8669/1964"
"R-HSA-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",15,-0.548316726458197,-2.34995936169627,0.000254104010076944,0.00293755405055984,0.00232500025414532,2771,"tags=93%, list=32%, signal=63%","7458/10480/8667/8665/3646/1965/8663/1977/8894/1975/51386/1974/8669/1964"
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes",46,0.55621274309326,1.62011819966725,0.000299257926218566,0.00342194933023838,0.00270838695238999,2201,"tags=61%, list=26%, signal=45%","283208/1277/1301/1296/1308/9509/1300/1310/1278/7373/1281/26577/5118/169044/1289/10536/1292/1307/80781/84570/9508/1291/1298/1290/1303/5479/871/140766"
"R-HSA-165159","MTOR signalling",16,-0.526050614557933,-2.33354457347536,0.000325298248086347,0.00367971781706276,0.00291240423583814,1812,"tags=69%, list=21%, signal=54%","1977/7248/8649/1975/2475/29904/6198/5494/55437/51719/5563"
"R-HSA-1474290","Collagen formation",62,0.530114840313365,1.57791033013266,0.000339729481753074,0.0038020788808961,0.00300924994475567,2291,"tags=58%, list=27%, signal=43%","4314/283208/1277/1301/1296/1308/9509/1300/1310/1278/7373/1281/4318/26577/5118/4015/169044/1289/10536/4017/1292/3691/1307/1520/80781/84570/9508/1291/1298/1290/1303/4016/5479/871/140766/84695"
"R-HSA-72312","rRNA processing",43,-0.285597839597678,-1.84665707996367,0.000348870164412031,0.00386327803117322,0.00305768753517913,3664,"tags=91%, list=43%, signal=52%","9277/6158/2091/51504/79159/23481/51388/1454/51096/4691/54881/10556/1736/5393/387338/11340/84135/10199/84946/27340/8602/11056/9790/88745/9724/23160/22894/25926/55781/55623/134430/51202/23517/8780/10171/54931/10438/51118/11103"
"R-HSA-3899300","SUMOylation of transcription cofactors",26,-0.400747647210015,-2.18030769345142,0.0003754755677332,0.00411458642974298,0.00325659182101931,4449,"tags=92%, list=52%, signal=45%","57332/7703/57591/10401/6015/1912/1487/7690/6612/9612/8554/1387/10210/7341/2033/22955/10499/80012/9994/648/9063/28996/3622/8204"
"R-HSA-74158","RNA Polymerase III Transcription",17,-0.482280716831382,-2.20685173121948,0.00040822116675259,0.00438212925942576,0.00346834525135659,3378,"tags=94%, list=39%, signal=57%","5437/9533/5440/51082/4774/10621/55290/10302/10622/55703/55718/4782/9329/9330/4784/55814"
"R-HSA-749476","RNA Polymerase III Abortive And Retractive Initiation",17,-0.482280716831382,-2.20685173121948,0.00040822116675259,0.00438212925942576,0.00346834525135659,3378,"tags=94%, list=39%, signal=57%","5437/9533/5440/51082/4774/10621/55290/10302/10622/55703/55718/4782/9329/9330/4784/55814"
"R-HSA-8948216","Collagen chain trimerization",29,0.616121055805575,1.71656378548102,0.000412797866273685,0.00438649853858502,0.0034718034260764,1888,"tags=66%, list=22%, signal=51%","1277/1301/1296/1308/1300/1310/1278/7373/1281/169044/1289/1292/1307/80781/84570/1291/1298/1290/1303"
"R-HSA-4570464","SUMOylation of RNA binding proteins",26,-0.39314138576779,-2.13892506661295,0.00047515931781522,0.00499867602341612,0.00395632653044041,5212,"tags=85%, list=61%, signal=33%","6015/79902/1912/9688/348995/81929/55706/3190/7175/23165/9631/129401/53371/7341/55746/22955/9972/79023/9818/80012/648/5903"
"R-HSA-70268","Pyruvate metabolism",11,-0.614865714704564,-2.26994371755563,0.000494408360253535,0.00514967915828435,0.00407584171923446,1235,"tags=73%, list=14%, signal=62%","6256/2739/5163/4199/51660/1738/1737/54704"
"R-HSA-72086","mRNA Capping",12,-0.606800654358495,-2.30581582804363,0.000558541212593814,0.00576064074165384,0.00455940246812907,3378,"tags=100%, list=39%, signal=61%","2962/5440/22916/2967/5432/4686/8731/5431/5433/2963/4331"
"R-HSA-70895","Branched-chain amino acid catabolism",10,-0.643087929358582,-2.25271194169183,0.000564093333326462,0.00576141928795571,0.00456001866797375,930,"tags=90%, list=11%, signal=80%","56922/1629/549/64087/10295/11112/4329/1738/36"
"R-HSA-167242","Abortive elongation of HIV-1 transcript in the absence of Tat",11,-0.606729758149317,-2.23990762507687,0.000600986247126795,0.00585405122201285,0.00463333451732256,3378,"tags=100%, list=39%, signal=61%","7936/2962/5440/22916/6827/5432/4686/5431/5433/2963"
"R-HSA-73980","RNA Polymerase III Transcription Termination",11,-0.606729758149317,-2.23990762507687,0.000600986247126795,0.00585405122201285,0.00463333451732256,3378,"tags=100%, list=39%, signal=61%","9533/5440/51082/4774/10621/10622/55703/55718/4782/4784"
"R-HSA-76061","RNA Polymerase III Transcription Initiation From Type 1 Promoter",11,-0.606729758149317,-2.23990762507687,0.000600986247126795,0.00585405122201285,0.00463333451732256,3378,"tags=100%, list=39%, signal=61%","9533/5440/51082/10621/10622/55703/55718/9329/9330/55814"
"R-HSA-76066","RNA Polymerase III Transcription Initiation From Type 2 Promoter",11,-0.606729758149317,-2.23990762507687,0.000600986247126795,0.00585405122201285,0.00463333451732256,3378,"tags=100%, list=39%, signal=61%","9533/5440/51082/10621/10622/55703/55718/9329/9330/55814"
"R-HSA-4551638","SUMOylation of chromatin organization proteins",33,-0.32807584380389,-1.97116452906574,0.000599465829498001,0.00585405122201285,0.00463333451732256,3944,"tags=91%, list=46%, signal=49%","57332/7703/23314/6015/79902/1912/9688/348995/81929/55706/6612/7175/23165/9631/3066/23512/129401/53371/8554/7341/55746/22955/9972/79023/9818/80012/648/5903/9063/6304"
"R-HSA-381771","Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",10,0.770323541258161,1.79301899512458,0.000731596942856274,0.00706091728334679,0.00558853869434392,576,"tags=40%, list=7%, signal=37%","3952/338557/5122/1803"
"R-HSA-6784531","tRNA processing in the nucleus",26,-0.378897555207987,-2.06143008050394,0.000786602403051925,0.00752277934555114,0.00595409091688108,3680,"tags=96%, list=43%, signal=55%","29894/283989/51367/79902/9688/11260/348995/81929/10556/51637/55706/7175/23165/9631/129401/53371/339487/116461/55746/79074/9972/79023/9818/5903/1653"
"R-HSA-1169408","ISG15 antiviral mechanism",40,-0.268961872956447,-1.74235990541467,0.00088791713625663,0.00841521466073851,0.00666043105527733,5699,"tags=98%, list=66%, signal=33%","4600/9246/3661/51191/2317/7318/4599/11274/5595/7706/3838/5335/79902/9688/348995/81929/55706/7175/23165/9631/129401/53371/7324/55746/7334/1977/9972/79023/7314/9818/1974/8672/25820/5903/3841/317649/4734/3840/3839"
"R-HSA-176033","Interactions of Vpr with host cellular proteins",19,-0.43842825400538,-2.09642995922088,0.000925811467302103,0.00861905896992755,0.00682176870643655,4822,"tags=84%, list=56%, signal=37%","9688/348995/81929/55706/7175/23165/9631/129401/11168/53371/55746/9972/79023/9818/5903/3159"
"R-HSA-8868773","rRNA processing in the nucleus and cytosol",41,-0.273556591962945,-1.79175745064928,0.000919356366307982,0.00861905896992755,0.00682176870643655,3664,"tags=90%, list=43%, signal=52%","9277/6158/2091/51504/79159/23481/51388/1454/51096/4691/54881/10556/1736/5393/11340/84135/10199/84946/27340/8602/11056/9790/88745/9724/23160/22894/25926/55781/55623/134430/51202/23517/8780/10171/10438/51118/11103"
"R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures",40,0.556936206219819,1.60116580027086,0.000971294303529975,0.00896317199397837,0.00709412552255042,1995,"tags=57%, list=23%, signal=44%","4314/1277/1301/1296/1308/1300/1278/7373/1281/4318/5118/4015/1289/4017/1292/3691/1520/80781/1291/1298/1290/1303/4016"
"R-HSA-1236382","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants",10,-0.607359813084112,-2.127557743469,0.00126332641720168,0.0109897327039516,0.00869809742728211,3372,"tags=100%, list=39%, signal=61%","6464/5335/3845/7314/5290/3320/6654/2549/5295"
"R-HSA-5637815","Signaling by Ligand-Responsive EGFR Variants in Cancer",10,-0.607359813084112,-2.127557743469,0.00126332641720168,0.0109897327039516,0.00869809742728211,3372,"tags=100%, list=39%, signal=61%","6464/5335/3845/7314/5290/3320/6654/2549/5295"
"R-HSA-167160","RNA Pol II CTD phosphorylation and interaction with CE during HIV infection",10,-0.606658878504673,-2.12510239696759,0.00128492121918826,0.0109897327039516,0.00869809742728211,3378,"tags=100%, list=39%, signal=61%","2962/5440/2967/5432/8731/5431/5433/2963/4331"
"R-HSA-77075","RNA Pol II CTD phosphorylation and interaction with CE",10,-0.606658878504673,-2.12510239696759,0.00128492121918826,0.0109897327039516,0.00869809742728211,3378,"tags=100%, list=39%, signal=61%","2962/5440/2967/5432/8731/5431/5433/2963/4331"
"R-HSA-75067","Processing of Capped Intronless Pre-mRNA",11,-0.571445262296997,-2.10964532914519,0.00127966263691277,0.0109897327039516,0.00869809742728211,3680,"tags=91%, list=43%, signal=52%","55339/1479/22916/1477/10914/6634/11051/4686/23283/53981"
"R-HSA-532668","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",19,-0.42544731610338,-2.03435908019353,0.00123197979743167,0.0109897327039516,0.00869809742728211,4933,"tags=100%, list=58%, signal=43%","10956/2923/811/11253/5589/55757/7841/23193/11236/6400/10206/7314/9761/5700/55768/5887/267/10299"
"R-HSA-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity",19,-0.425117595333552,-2.03278245621064,0.00126113874621255,0.0109897327039516,0.00869809742728211,1835,"tags=63%, list=21%, signal=50%","54778/7314/4089/7323/51592/9611/8239/142/4088/5494/6498/7321"
"R-HSA-169911","Regulation of Apoptosis",23,-0.376949508170497,-1.97137269078954,0.00128336242263013,0.0109897327039516,0.00869809742728211,2283,"tags=74%, list=27%, signal=54%","5719/5682/5683/5684/5685/5717/5706/7314/9861/5701/5700/5687/5713/5718/115209/23198/4976"
"R-HSA-416476","G alpha (q) signalling events",99,0.468428484861732,1.43586055392509,0.00126096403591905,0.0109897327039516,0.00869809742728211,2092,"tags=45%, list=24%, signal=35%","4314/338557/2151/6288/9162/5020/623/10886/6869/2863/624/6863/5996/2837/2769/2358/4828/6368/2846/57121/27334/9170/3357/60675/5737/10287/3269/5731/5724/5330/5580/301/5997/695/147/64407/6866/1902/6375/29933/1606/6195/2867/10800/6003"
"R-HSA-167238","Pausing and recovery of Tat-mediated HIV elongation",13,-0.522846792100035,-2.06117483855845,0.00133039593450867,0.011196612184825,0.00886183734060093,4097,"tags=100%, list=48%, signal=52%","5437/7936/2962/5440/6827/6917/5432/904/6924/5431/5433/2963"
"R-HSA-167243","Tat-mediated HIV elongation arrest and recovery",13,-0.522846792100035,-2.06117483855845,0.00133039593450867,0.011196612184825,0.00886183734060093,4097,"tags=100%, list=48%, signal=52%","5437/7936/2962/5440/6827/6917/5432/904/6924/5431/5433/2963"
"R-HSA-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes",16,-0.475962831540703,-2.11135668694378,0.00139954218340063,0.0116850664836306,0.00924843665054215,2476,"tags=88%, list=29%, signal=62%","7327/7324/55236/7319/3093/7874/10477/7322/7314/54926/8239/7320/7326/7321"
"R-HSA-4641257","Degradation of AXIN",24,-0.388236792659321,-2.05207796223555,0.00143624345695566,0.011897071785176,0.00941623352218752,2283,"tags=75%, list=27%, signal=55%","5719/5682/5683/5684/5685/5717/5706/7314/9861/5701/5700/8658/5687/81847/5713/5718/23198/80351"
"R-HSA-9033241","Peroxisomal protein import",23,-0.370326536917729,-1.93673583790449,0.0016191868171728,0.0133076916536389,0.0105327037202605,2139,"tags=83%, list=25%, signal=62%","54677/3295/5830/7322/7314/7323/54469/3155/5193/8443/6342/5189/8239/5828/23600/390916/3416/5264/7321"
"R-HSA-6807505","RNA polymerase II transcribes snRNA genes",35,-0.300808136999428,-1.84571852242328,0.00163766470312855,0.0133552191293894,0.0105703205236612,3384,"tags=86%, list=39%, signal=52%","2961/5437/51593/2962/5440/22916/6827/6880/57117/2960/55656/5432/4686/905/29101/904/2958/79664/51808/10302/58490/23379/23248/2957/79871/5431/5433/2963/55197/84524"
"R-HSA-166208","mTORC1-mediated signalling",10,-0.59696261682243,-2.0911367703648,0.00165203388674826,0.0133687665296859,0.010581042950752,3461,"tags=100%, list=40%, signal=60%","2280/10670/10325/1977/8649/1975/2475/29904/6198"
"R-HSA-167287","HIV elongation arrest and recovery",14,-0.522907900888266,-2.14796940182741,0.00169393016013399,0.0135001100640982,0.0106849980595374,4097,"tags=93%, list=48%, signal=49%","5437/7936/2962/5440/6827/6917/5432/905/904/6924/5431/5433/2963"
"R-HSA-167290","Pausing and recovery of HIV elongation",14,-0.522907900888266,-2.14796940182741,0.00169393016013399,0.0135001100640982,0.0106849980595374,4097,"tags=93%, list=48%, signal=49%","5437/7936/2962/5440/6827/6917/5432/905/904/6924/5431/5433/2963"
"R-HSA-5696394","DNA Damage Recognition in GG-NER",20,-0.404327485380117,-1.95757465412903,0.00173957029249385,0.0137596086293498,0.0108903846566097,5114,"tags=55%, list=60%, signal=22%","54891/7314/10987/51138/10920/5887/9318/142/8451/8533/5886"
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",68,0.497071503862847,1.48942757398798,0.0018001800180018,0.014132756559238,0.0111857218714802,3338,"tags=69%, list=39%, signal=43%","6696/3371/1511/7857/10232/1356/7076/213/3053/255738/3489/721/4313/2719/720/718/11167/3491/1462/2200/54757/5265/91851/10272/348/2999/3487/54587/5179/7018/2335/3569/1435/4241/60676/6383/2153/4148/64856/3485/51246/1471/8614/3490/3486/8542/3481"
"R-HSA-1592389","Activation of Matrix Metalloproteinases",17,0.66542668448445,1.71392786558152,0.00199873763938565,0.0155753481232126,0.0123274968635793,2623,"tags=94%, list=31%, signal=65%","4314/1511/7177/1215/7076/4318/1513/4313/4323/64386/7077/80781/4326/4320/1991/10893"
"R-HSA-6783783","Interleukin-10 signaling",34,0.574909567524679,1.62968778420905,0.00201409869083585,0.0155796457555832,0.0123308983316653,2417,"tags=71%, list=28%, signal=51%","6363/3586/7076/2208/3976/3557/6348/942/3587/2357/6367/6351/3627/5724/5743/6349/6347/3576/729230/7124/1234/3569/1435/7850"
"R-HSA-162710","Synthesis of glycosylphosphatidylinositol (GPI)",10,-0.579439252336449,-2.02975310782963,0.00232211569308915,0.0178311365629912,0.0141128967593816,3611,"tags=100%, list=42%, signal=58%","9091/84720/55650/54965/51227/5283/284098/23556/5281"
"R-HSA-6803529","FGFR2 alternative splicing",12,-0.547908389810703,-2.08202781007059,0.00239642472496232,0.0181822109879664,0.0143907633494911,3882,"tags=100%, list=45%, signal=55%","5437/2962/7073/5440/22916/7072/5432/4686/5431/5433/2963"
"R-HSA-216083","Integrin cell surface interactions",58,0.506654334175623,1.50124915883535,0.0024024024024024,0.0181822109879664,0.0143907633494911,2515,"tags=59%, list=29%, signal=42%","1311/6696/1277/1296/3371/1300/1278/7057/1281/4060/3385/999/3684/2200/3689/1289/22801/3674/1292/1307/960/7412/80781/1291/1298/1290/3687/3683/2335/3696/7087/8515/3690/1293"
"R-HSA-5628897","TP53 Regulates Metabolic Genes",37,-0.259653923154898,-1.61046219059955,0.00266813514701197,0.0200491298189756,0.0158683827164396,933,"tags=32%, list=11%, signal=29%","1350/1345/1353/50484/4514/10128/4512/4513/9377/54205/27244/5563"
"R-HSA-2168880","Scavenging of heme from plasma",10,0.738957763434332,1.72001144385186,0.00279267202859696,0.0208361061991773,0.0164912547564031,770,"tags=70%, list=9%, signal=64%","3240/3512/213/3040/3039/3043/9332"
"R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors",34,0.561298036466994,1.59110337521304,0.00281973816717019,0.0208898912103031,0.0165338242418949,2400,"tags=65%, list=28%, signal=47%","8685/1277/6288/3240/3512/1278/1281/213/3040/3039/3043/9332/284297/4481/23166/78989/348/286133/3263/55576/4035/2512"
"R-HSA-77595","Processing of Intronless Pre-mRNAs",10,-0.571378504672897,-2.00151662306345,0.00284295029907637,0.0209145714309675,0.0165533580167053,3680,"tags=90%, list=43%, signal=51%","55339/1479/22916/1477/10914/11051/4686/23283/53981"
"R-HSA-3000178","ECM proteoglycans",52,0.509589241479174,1.49957747681963,0.003003003003003,0.0219386052719386,0.0173638550831533,2789,"tags=62%, list=33%, signal=42%","1311/284217/8785/1277/3371/1278/1281/4060/63923/5054/633/2331/7143/1462/1289/3674/1292/54829/7148/1291/1298/1290/176/3687/2335/1634/7040/3690/1293/4148/6678/4684"
"R-HSA-113510","E2F mediated regulation of DNA replication",10,-0.564900061253124,-1.97882288836708,0.00310336838141931,0.0225154726707112,0.0178204311412173,2340,"tags=90%, list=27%, signal=66%","5000/4999/7027/5557/5516/7029/23595/5925/84515"
"R-HSA-917729","Endosomal Sorting Complex Required For Transport (ESCRT)",14,-0.501519401589528,-2.06011101994667,0.00316979270930899,0.0226845029264834,0.0179542143434544,4280,"tags=100%, list=50%, signal=50%","93343/79720/51160/91782/51652/7251/51028/7314/25978/51271/89853/137492/51534"
"R-HSA-9762114","GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2",23,-0.353827750766973,-1.85045039185991,0.00315794133690398,0.0226845029264834,0.0179542143434544,2283,"tags=74%, list=27%, signal=54%","5719/5682/5683/5684/5685/6500/5717/5706/7314/9861/5701/5700/5687/8945/8454/5713/5718"
"R-HSA-5632684","Hedgehog 'on' state",41,-0.252432876069879,-1.65340006337079,0.00323847451140616,0.0230194269324276,0.0182192982825197,6418,"tags=100%, list=75%, signal=25%","374654/132884/2737/50846/409/5698/2121/50937/91653/23432/2619/2735/2736/22873/408/84455/5721/5699/5720/23288/10197/5719/8405/83737/5682/5683/5684/5685/79577/5717/5706/7314/9861/5701/5700/5687/5713/5718/8452/23198"
"R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol",38,-0.256909949360947,-1.63443196310436,0.00343928150505209,0.0242827123712403,0.019219156979839,3953,"tags=89%, list=46%, signal=48%","9277/6158/2091/79159/23481/51388/1454/51096/4691/54881/10556/5393/11340/84135/10199/84946/27340/8602/11056/9790/88745/9724/23160/22894/25926/55781/134430/51202/23517/8780/10171/10438/51118/11103"
"R-HSA-5610780","Degradation of GLI1 by the proteasome",26,-0.340089198985269,-1.85028933337373,0.00346884786660826,0.0243281863711459,0.0192551485086816,2283,"tags=73%, list=27%, signal=54%","5719/83737/5682/5683/5684/5685/6500/5717/5706/7314/9861/5701/5700/5687/8945/8454/5713/5718/23198"
"R-HSA-73762","RNA Polymerase I Transcription Initiation",20,-0.38233767688351,-1.85110973814233,0.00397153514389749,0.0276692382210607,0.0218995071371413,4169,"tags=95%, list=49%, signal=49%","10919/9219/9014/9013/5437/54815/9533/5440/5928/7270/3066/51082/2967/5931/2074/221830/54700/4331/8850"
"R-HSA-5610783","Degradation of GLI2 by the proteasome",25,-0.331612548501476,-1.78846225796612,0.00417952252555421,0.0289266953742305,0.022894752892752,2283,"tags=72%, list=27%, signal=53%","5719/5682/5683/5684/5685/6500/5717/5706/7314/9861/5701/5700/5687/8945/8454/5713/5718/23198"
"R-HSA-195253","Degradation of beta-catenin by the destruction complex",37,-0.250717199033595,-1.55503357958414,0.00421412062979311,0.0289755222388389,0.0229333981297995,2283,"tags=65%, list=27%, signal=48%","5719/5682/5683/5527/5684/5685/6500/5516/5717/5706/7314/9861/5701/5700/5529/5687/8945/8454/5713/5718/7088/324/23198/139285"
"R-HSA-168273","Influenza Viral RNA Transcription and Replication",29,-0.312656956268432,-1.76998432744657,0.00438382830991167,0.0299466713118641,0.0237020382306229,3953,"tags=93%, list=46%, signal=50%","200916/6158/5437/79902/2962/9688/5440/348995/81929/55706/7175/23165/9631/129401/53371/5432/55746/9972/79023/9818/5431/3320/5433/5903/2963/3843/142"
"R-HSA-5683826","Surfactant metabolism",19,0.626351192769032,1.64487521850554,0.00488717895393574,0.0331697565131639,0.0262530292194443,871,"tags=37%, list=10%, signal=33%","1755/10568/150/5222/643834/643847/1438"
"R-HSA-1368082","RORA activates gene expression",14,-0.47393641888733,-1.94680731435184,0.00502256869917193,0.0338701427662107,0.0268073673484817,4516,"tags=79%, list=53%, signal=37%","23054/1387/79718/2033/5469/10499/80205/6256/6095/10498/5465"
"R-HSA-202433","Generation of second messenger molecules",25,0.583686665013579,1.59803557391331,0.00519930675909879,0.034838666946318,0.027573929912485,3522,"tags=96%, list=41%, signal=57%","920/7454/9402/3932/916/9398/3119/915/3117/917/2533/3937/3702/3123/3120/3115/27040/919/3122/5063/7408/7535/3113/3117/5336"
"R-HSA-9024446","NR1H2 and NR1H3-mediated signaling",19,0.616728332424466,1.61960440447237,0.00623895185608818,0.0415403629911694,0.032878154018426,1028,"tags=37%, list=12%, signal=32%","5346/5105/6319/5360/2194/64240/10123"
"R-HSA-429947","Deadenylation of mRNA",13,-0.456060643091116,-1.79788943262053,0.00648103455816112,0.0428808072653176,0.0339390819960639,2529,"tags=85%, list=30%, signal=60%","4848/79670/55571/23019/1977/1975/1974/4850/10605/23318/29883"
"R-HSA-9683701","Translation of Structural Proteins",18,-0.404583723105706,-1.86678142155306,0.00688413277193251,0.0444444328824317,0.0351766524014443,5111,"tags=100%, list=60%, signal=40%","6484/84875/5589/143/54956/7841/4245/23193/56965/2931/7341/7314/2589/10610/6487/256435/6482"
