"pathway_id","pathway_name","gene_id","pathway_type","NES","pvalue"
"hsa03060","Protein export","7095","KEGG",-2.03298080853019,0.00210405188834995
"hsa03060","Protein export","60559","KEGG",-2.03298080853019,0.00210405188834995
"hsa03060","Protein export","7917","KEGG",-2.03298080853019,0.00210405188834995
"hsa03060","Protein export","6729","KEGG",-2.03298080853019,0.00210405188834995
"hsa03060","Protein export","55176","KEGG",-2.03298080853019,0.00210405188834995
"hsa03060","Protein export","7485","KEGG",-2.03298080853019,0.00210405188834995
"hsa03060","Protein export","8266","KEGG",-2.03298080853019,0.00210405188834995
"hsa03060","Protein export","6726","KEGG",-2.03298080853019,0.00210405188834995
"hsa03060","Protein export","5018","KEGG",-2.03298080853019,0.00210405188834995
"hsa05152","Tuberculosis","810","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3586","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","820","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3458","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","2209","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","1379","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","929","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","30835","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","2207","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","718","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","8877","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","11151","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3587","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3684","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3689","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","6850","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","2212","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","4360","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","2213","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","26253","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","6714","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","1378","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","1520","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","7097","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","10333","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","64170","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","7124","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","1594","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3687","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3119","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","9902","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3117","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","64581","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","10312","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3112","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3569","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","2214","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","4046","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","7040","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","22925","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","64127","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3123","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","1263","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","4615","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3120","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","8717","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","7096","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","841","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","5600","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3109","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3592","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3115","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","972","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3111","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","91860","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","8767","KEGG",1.39878342701292,0.0020997900209979
"hsa05152","Tuberculosis","3122","KEGG",1.39878342701292,0.0020997900209979
"hsa04062","Chemokine signaling pathway","6363","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6362","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6357","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","10563","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6360","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6355","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","5881","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","10344","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","5196","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6348","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","5473","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6358","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","3055","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","9560","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","1233","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","3718","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6368","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","3577","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6366","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","7409","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","2833","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","3579","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6367","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6351","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","3627","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","4283","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","7454","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","5880","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","5330","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","653361","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6714","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","5580","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6349","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6347","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","1794","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","7074","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","3576","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","58191","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","56477","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","23533","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","729230","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6375","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","2268","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","1234","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","5590","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","5579","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","5293","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","25759","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","9547","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","6373","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","1236","KEGG",1.38112379534197,0.0023997600239976
"hsa04062","Chemokine signaling pathway","3702","KEGG",1.38112379534197,0.0023997600239976
"hsa04136","Autophagy - other","23192","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","9140","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","11337","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","30849","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","11345","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","5289","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","3476","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","55102","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","5516","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","9474","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","2475","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","9706","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","115201","KEGG",-1.94935951107169,0.00252162089102169
"hsa04136","Autophagy - other","55062","KEGG",-1.94935951107169,0.00252162089102169
"hsa03320","PPAR signaling pathway","9370","KEGG",1.60025920700622,0.00282656975570361
"hsa03320","PPAR signaling pathway","5346","KEGG",1.60025920700622,0.00282656975570361
"hsa03320","PPAR signaling pathway","5105","KEGG",1.60025920700622,0.00282656975570361
"hsa03320","PPAR signaling pathway","1582","KEGG",1.60025920700622,0.00282656975570361
"hsa03320","PPAR signaling pathway","100509620","KEGG",1.60025920700622,0.00282656975570361
"hsa03320","PPAR signaling pathway","6319","KEGG",1.60025920700622,0.00282656975570361
"hsa03320","PPAR signaling pathway","4973","KEGG",1.60025920700622,0.00282656975570361
"hsa03320","PPAR signaling pathway","5360","KEGG",1.60025920700622,0.00282656975570361
"hsa03320","PPAR signaling pathway","11001","KEGG",1.60025920700622,0.00282656975570361
"hsa03320","PPAR signaling pathway","51129","KEGG",1.60025920700622,0.00282656975570361
"hsa04820","Cytoskeleton in muscle cells","1311","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","284217","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1277","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","6382","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","4635","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1301","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","4626","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","70","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","7139","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","72","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1278","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","7057","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","27063","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","4608","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1281","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","7058","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","2006","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","2192","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","633","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","7431","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1462","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","7060","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","2200","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1289","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","22801","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","3674","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1292","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","752","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","3691","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","10398","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1291","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1298","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1290","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","161176","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1465","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","2026","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","4636","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","8572","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","2335","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","3696","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","7059","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1634","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","8515","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","3690","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","22989","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1293","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","1832","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","7171","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","4629","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","4001","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","3675","KEGG",1.38497274940567,0.0030996900309969
"hsa04820","Cytoskeleton in muscle cells","6383","KEGG",1.38497274940567,0.0030996900309969
"hsa04145","Phagosome","1311","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","8685","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","10381","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","347688","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","2209","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","7057","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","7058","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","4973","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","929","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","715","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","30835","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","4689","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","718","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","11151","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","4481","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","7060","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3684","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3689","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","2204","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","2212","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","4360","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","2213","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","653361","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","84617","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","4688","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","78989","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","1520","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","7097","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","10333","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","81027","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3119","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","9902","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","1536","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3117","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","64581","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","10312","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3112","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","7059","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","2214","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","7846","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","22925","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3690","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3123","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","81035","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3120","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3109","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3115","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3111","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3134","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3122","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3106","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3105","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3113","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3108","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3678","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","71","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","60","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3107","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","1535","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3117","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","3693","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","6890","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","338382","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","84790","KEGG",1.42048193201339,0.0031996800319968
"hsa04145","Phagosome","5878","KEGG",1.42048193201339,0.0031996800319968
"hsa05340","Primary immunodeficiency","326","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","23495","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","973","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","29851","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","920","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","57379","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","3718","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","925","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","930","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","3932","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","695","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","3561","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","916","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","959","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","926","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","915","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","29760","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","5788","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","3575","KEGG",1.59499087120695,0.00354286871140804
"hsa05340","Primary immunodeficiency","115650","KEGG",1.59499087120695,0.00354286871140804
"hsa00590","Arachidonic acid metabolism","5320","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","26279","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","5322","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","9536","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","8529","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","54979","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","6916","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","240","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","5321","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","27306","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","5743","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","4051","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","2687","KEGG",1.59916869001007,0.00375367758953028
"hsa00590","Arachidonic acid metabolism","874","KEGG",1.59916869001007,0.00375367758953028
"hsa04380","Osteoclast differentiation","54209","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","3458","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","2354","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","54","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","2353","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","8061","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","2209","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","10990","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","1513","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","11006","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","4689","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","7305","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","79168","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","9021","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","126014","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","10859","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","11027","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","6688","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","1436","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","353514","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","6850","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","2212","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","11025","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","10288","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","2213","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","4982","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","653361","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","55423","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","4688","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","3932","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","695","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","5468","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","8651","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","7124","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","29760","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","11024","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","5293","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","3726","KEGG",1.40871193551257,0.0041995800419958
"hsa04380","Osteoclast differentiation","2214","KEGG",1.40871193551257,0.0041995800419958
